rank,cluster_id,cluster_score,cluster_title,articles_count,unique_urls,outlets,products,primary_tags,representative_url
192,C131,7.65,Codegua: Realizan capacitación sobre la Ley de Responsabilidad Penal Adolescente,1,1,Eltipografo,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:empresas_finanzas; sector:salud_educacion_social; sector:infraestructura_concesiones; sector:medioambiente_permisos; sector:mineria_energia,https://eltipografo.cl/2026/06/codegua-realizan-capacitacion-sobre-la-ley-de-responsabilidad-penal-adolescente
193,C164,7.65,Choque de vehículo contra poste provoca masivo corte de luz en San Pedro de la Paz: Afecta a más de 5 mil clientes,1,1,Sabes,regiones,sector:mineria_energia; product:regiones; sector:tecnologia_telecom; region:Biobío; quality:thin_text; source:normal_scrape; sector:justicia_seguridad; sector:empresas_finanzas,https://sabes.cl/2026/06/13/choque-de-vehiculo-contra-poste-provoca-masivo-corte-de-luz-en-san-pedro-de-la-paz-afecta-a-mas-de-5-mil-clientes
194,C165,7.65,Tragedia en Coronel: fatal volcamiento de camión deja una persona muerta en ruta a Patagual,1,1,Sabes,regiones,region:Biobío; sector:infraestructura_concesiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:mineria_energia; sector:salud_educacion_social; sector:empresas_finanzas,https://sabes.cl/2026/06/13/tragedia-en-coronel-fatal-volcamiento-de-camion-deja-una-persona-muerta-en-ruta-a-patagual
195,C167,7.65,Incendio afecta a vivienda cerca del centro de Concepción,1,1,Sabes,regiones,region:Biobío; sector:salud_educacion_social; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; product:regiones; sector:empresas_finanzas; sector:medioambiente_permisos,https://sabes.cl/2026/06/13/incendio-afecta-a-vivienda-cerca-del-centro-de-concepcion
196,C031,7.35,Columna de opinión | El rol del liderazgo masculino: De la simpatía con la inclusión a la responsabilidad ejecutiva,2,1,Portalinnova,biz; nacional,product:biz; source:normal_scrape; region:Antofagasta; sector:mineria_energia; sector:medioambiente_permisos; noise:opinion; sector:laboral_gobernanza; sector:empresas_finanzas,https://portalinnova.cl/el-rol-del-liderazgo-masculino-de-la-simpatia-con-la-inclusion-a-la-responsabilidad-ejecutiva
197,C033,7.35,"Columna de opinión | El superciclo de precios no espera: o Chile decide, o deciden el Congo, Perú o Argentina",2,1,Portalinnova,biz; nacional,sector:empresas_finanzas; sector:politica_estado; source:normal_scrape; sector:economia_macro; sector:mineria_energia; product:biz; sector:laboral_gobernanza; sector:tecnologia_telecom,https://portalinnova.cl/columna-de-opinion-el-superciclo-de-precios-no-espera-o-chile-decide-o-deciden-el-congo-peru-o-argentina
198,C117,7.2,Minvu descarta embargo de libretas de ahorro para vivienda por deudas CAE,1,1,Atentos,nacional,sector:empresas_finanzas; product:regiones; sector:politica_estado; sector:economia_macro; source:normal_scrape; sector:salud_educacion_social; product:nacional; sector:infraestructura_concesiones,https://www.atentos.cl/minvu-descarta-embargo-de-libretas-de-ahorro-para-vivienda-por-deudas-cae
199,C017,7.05,Plásticos de un solo uso,2,1,La Tercera,biz; nacional,source:normal_scrape; sector:economia_macro; sector:mineria_energia; product:nacional; sector:medioambiente_permisos; sector:politica_estado; region:Metropolitana; sector:empresas_finanzas,https://www.latercera.com/cartas-al-director/noticia/plasticos-de-un-solo-uso
200,C018,7.05,“Tipología de ingreso de desaladoras”,2,1,La Tercera,biz; nacional,sector:politica_estado; sector:medioambiente_permisos; sector:mineria_energia; sector:empresas_finanzas; product:regiones; product:df_archive; source:df_body_archive; sector:infraestructura_concesiones,https://www.latercera.com/cartas-al-director/noticia/tipologia-de-ingreso-de-desaladoras-2
201,C016,6.85,Los 100 días de Kast,1,1,La Tercera,nacional,sector:politica_estado; product:nacional; source:normal_scrape; sector:empresas_finanzas; sector:justicia_seguridad; sector:economia_macro; product:regiones; sector:salud_educacion_social,https://www.latercera.com/cartas-al-director/noticia/los-100-dias-de-kast
202,C032,6.85,"Columna de opinión | Privacidad, gobierno de datos y tecnología: una ecuación clave para generar confianza",1,1,Portalinnova,biz,sector:politica_estado; sector:empresas_finanzas; sector:laboral_gobernanza; sector:economia_macro; sector:mineria_energia; product:nacional; noise:opinion; product:df_archive,https://portalinnova.cl/columna-de-opinion-privacidad-gobierno-de-datos-y-tecnologia-una-ecuacion-clave-para-generar-confianza
203,C119,6.85,No somos Argentina,1,1,Diarioelcentro,nacional,sector:politica_estado; source:normal_scrape; product:nacional; product:regiones; sector:justicia_seguridad; sector:infraestructura_concesiones; sector:mineria_energia; sector:economia_macro,https://www.diarioelcentro.cl/2026/06/13/no-somos-argentina
204,C188,6.85,Leer editorial completa,1,1,Laprensaaustral,regiones,region:Magallanes; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; product:regiones; sector:infraestructura_concesiones; sector:justicia_seguridad; sector:salud_educacion_social,https://laprensaaustral.cl/2026/06/13/caleta-barranco-amarillo
205,C202,6.85,COLUMNA DE OPINIÓN | UN ESTADO EFICIENTE REQUIERE UNA POLÍTICA RESPONSABLE,1,1,Radiopolar,nacional,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:economia_macro; sector:tecnologia_telecom; product:nacional; sector:laboral_gobernanza,https://www.radiopolar.com/columna-opinion-eficiente-requiere-politica-responsable
206,C075,4.95,Tragedia en campamento de Antofagasta: incendio deja un menor fallecido y 49 damnificados,1,1,Timeline,regiones,,https://www.timeline.cl/tragedia-en-campamento-de-antofagasta-incendio-deja-un-menor-fallecido-y-49-damnificados
